taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MT929552.1_2018-04-12	MT929552.1_2018-04-12	1	1V	1V_A	-	-	1/1V/1V_A/-/-	MT929552.1_2018-04-12/1/1V/1V_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW243006.1_2016-06-19	MW243006.1_2016-06-19	1	1VI	1VI_A	-	-	1/1VI/1VI_A/-/-	MW243006.1_2016-06-19/1/1VI/1VI_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265667.1_2016-02-09	MW265667.1_2016-02-09	1	1I	1I_E	-	-	1/1I/1I_E/-/-	MW265667.1_2016-02-09/1/1I/1I_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265693.1_2012-04-28	MW265693.1_2012-04-28	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	MW265693.1_2012-04-28/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW265710.1_2016-04-27	MW265710.1_2016-04-27	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW265710.1_2016-04-27/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315182.1_2017-03-10	MW315182.1_2017-03-10	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315182.1_2017-03-10/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315184.1_2017-04-12	MW315184.1_2017-04-12	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315184.1_2017-04-12/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315188.1_2017-03-17	MW315188.1_2017-03-17	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315188.1_2017-03-17/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315190.1_2017-03-29	MW315190.1_2017-03-29	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315190.1_2017-03-29/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW315195.1_2017-06-05	MW315195.1_2017-06-05	1	1I	1I_E	1I_E.2	-	1/1I/1I_E/1I_E.2/-	MW315195.1_2017-06-05/1/1I/1I_E/1I_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW377899.1_2014-12-10	MW377899.1_2014-12-10	1	1V	1V_F	-	-	1/1V/1V_F/-/-	MW377899.1_2014-12-10/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW386867.1_2019-10	MW386867.1_2019-10	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	MW386867.1_2019-10/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW582813.1_2019-06-21	MW582813.1_2019-06-21	1	1IV	-	-	-	1/1IV/-/-/-	MW582813.1_2019-06-21/1/1IV/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW793709.1_2018-07	MW793709.1_2018-07	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MW793709.1_2018-07/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945782.1_2000	MW945782.1_2000	1	1I	1I_J	-	-	1/1I/1I_J/-/-	MW945782.1_2000/1/1I/1I_J/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945798.1_1999	MW945798.1_1999	1	1I	1I_K	-	-	1/1I/1I_K/-/-	MW945798.1_1999/1/1I/1I_K/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945806.1_1998	MW945806.1_1998	1	1I	-	-	-	1/1I/-/-/-	MW945806.1_1998/1/1I/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945829.1_1995	MW945829.1_1995	1	1I	1I_B	-	-	1/1I/1I_B/-/-	MW945829.1_1995/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945835.1_1997	MW945835.1_1997	1	1I	1I_A	-	-	1/1I/1I_A/-/-	MW945835.1_1997/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945860.1_2013	MW945860.1_2013	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	MW945860.1_2013/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945936.1_2011	MW945936.1_2011	1	1I	1I_H	-	-	1/1I/1I_H/-/-	MW945936.1_2011/1/1I/1I_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW945952.1_1974	MW945952.1_1974	1	1IV	1IV_B	-	-	1/1IV/1IV_B/-/-	MW945952.1_1974/1/1IV/1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946016.1_1995	MW946016.1_1995	1	1I	1I_A	-	-	1/1I/1I_A/-/-	MW946016.1_1995/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946055.1_2003	MW946055.1_2003	1	1I	1I_F	-	-	1/1I/1I_F/-/-	MW946055.1_2003/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946065.1_1996	MW946065.1_1996	1	1I	1I_B	-	-	1/1I/1I_B/-/-	MW946065.1_1996/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946069.1_1999	MW946069.1_1999	1	1I	-	-	-	1/1I/-/-/-	MW946069.1_1999/1/1I/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946075.1_2010	MW946075.1_2010	1	1I	1I_F	-	-	1/1I/1I_F/-/-	MW946075.1_2010/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946093.1_1996	MW946093.1_1996	1	1I	1I_F	-	-	1/1I/1I_F/-/-	MW946093.1_1996/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946134.1_1996	MW946134.1_1996	1	1I	-	-	-	1/1I/-/-/-	MW946134.1_1996/1/1I/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946158.1_1999	MW946158.1_1999	1	1I	1I_G	-	-	1/1I/1I_G/-/-	MW946158.1_1999/1/1I/1I_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946160.1_1998	MW946160.1_1998	1	1I	1I_A	-	-	1/1I/1I_A/-/-	MW946160.1_1998/1/1I/1I_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MW946178.1_1997	MW946178.1_1997	1	1I	1I_H	-	-	1/1I/1I_H/-/-	MW946178.1_1997/1/1I/1I_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ008452.1_2014	MZ008452.1_2014	1	1V	1V_B	-	-	1/1V/1V_B/-/-	MZ008452.1_2014/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ008453.1_2013	MZ008453.1_2013	1	1V	1V_C	-	-	1/1V/1V_C/-/-	MZ008453.1_2013/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ130534.1_2019-05-28	MZ130534.1_2019-05-28	1	1VI	1VI_A	-	-	1/1VI/1VI_A/-/-	MZ130534.1_2019-05-28/1/1VI/1VI_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ291446.1_2020-08	MZ291446.1_2020-08	1	1I	1I_K	-	-	1/1I/1I_K/-/-	MZ291446.1_2020-08/1/1I/1I_K/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ343259.1_2015-11	MZ343259.1_2015-11	1	1V	1V_B	-	-	1/1V/1V_B/-/-	MZ343259.1_2015-11/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/MZ857205.1_2013	MZ857205.1_2013	1	1VI	1VI_A	-	-	1/1VI/1VI_A/-/-	MZ857205.1_2013/1/1VI/1VI_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/ncbi-master-refseqs/NC_001477	NC_001477	1	1IV 	1IV_B	-	-	1/1IV /1IV_B/-/-	NC_001477/1/1IV /1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OA01_1973	OA01_1973	1	1III	-	-	-	1/1III/-/-/-	OA01_1973/1/1III/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OA08_2011	OA08_2011	1	1V	1V_G	-	-	1/1V/1V_G/-/-	OA08_2011/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OA10_2012	OA10_2012	1	1V	1V_G	-	-	1/1V/1V_G/-/-	OA10_2012/1/1V/1V_G/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK040060.1_2011	OK040060.1_2011	1	1I	1I_B	-	-	1/1I/1I_B/-/-	OK040060.1_2011/1/1I/1I_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK469341.1_1992	OK469341.1_1992	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	OK469341.1_1992/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK469342.1_1997	OK469342.1_1997	1	1IV	-	-	-	1/1IV/-/-/-	OK469342.1_1997/1/1IV/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK469344.1_1975	OK469344.1_1975	1	1IV	1IV_B	-	-	1/1IV/1IV_B/-/-	OK469344.1_1975/1/1IV/1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK605753.1_1983	OK605753.1_1983	1	1IV	-	-	-	1/1IV/-/-/-	OK605753.1_1983/1/1IV/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OL321180.1_2016-02-08	OL321180.1_2016-02-08	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	OL321180.1_2016-02-08/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281571.1_2018-12	OM281571.1_2018-12	1	1I	1I_K	1I_K.2	-	1/1I/1I_K/1I_K.2/-	OM281571.1_2018-12/1/1I/1I_K/1I_K.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281589.1_2019-12	OM281589.1_2019-12	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	OM281589.1_2019-12/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281593.1_2019-12	OM281593.1_2019-12	1	1I	1I_K	1I_K.1	-	1/1I/1I_K/1I_K.1/-	OM281593.1_2019-12/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281599.1_2020-12	OM281599.1_2020-12	1	1IV	1IV_B	1IV_B.1	-	1/1IV/1IV_B/1IV_B.1/-	OM281599.1_2020-12/1/1IV/1IV_B/1IV_B.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON038484.1_2009-12-14	ON038484.1_2009-12-14	1	1I	1I_F	-	-	1/1I/1I_F/-/-	ON038484.1_2009-12-14/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON038487.1_2011-06-09	ON038487.1_2011-06-09	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	ON038487.1_2011-06-09/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON109597.1_2021	ON109597.1_2021	1	1III	1III_A	-	-	1/1III/1III_A/-/-	ON109597.1_2021/1/1III/1III_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123575.1_2021-08-03	ON123575.1_2021-08-03	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	ON123575.1_2021-08-03/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123596.1_2021-08-20	ON123596.1_2021-08-20	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	ON123596.1_2021-08-20/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123656.1_2019	ON123656.1_2019	1	1III	1III_A	-	-	1/1III/1III_A/-/-	ON123656.1_2019/1/1III/1III_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123666.1_2018	ON123666.1_2018	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	ON123666.1_2018/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON426292.1_2020-01-22	ON426292.1_2020-01-22	1	1V	1V_C	-	-	1/1V/1V_C/-/-	ON426292.1_2020-01-22/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON426300.1_2021-03-26	ON426300.1_2021-03-26	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	ON426300.1_2021-03-26/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON632090.1_2022-03-25	ON632090.1_2022-03-25	1	1V	1V_F	-	-	1/1V/1V_F/-/-	ON632090.1_2022-03-25/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OP895913.1_2017-01	OP895913.1_2017-01	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	OP895913.1_2017-01/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OP898558.1_2022-10	OP898558.1_2022-10	1	1III	1III_A	-	-	1/1III/1III_A/-/-	OP898558.1_2022-10/1/1III/1III_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ061315.1_1997	OQ061315.1_1997	1	1III	-	-	-	1/1III/-/-/-	OQ061315.1_1997/1/1III/-/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ080034.1_2020-08-17	OQ080034.1_2020-08-17	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	OQ080034.1_2020-08-17/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ426604.1_2019-04-23	OQ426604.1_2019-04-23	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	OQ426604.1_2019-04-23/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ445882.1_2022-08-15	OQ445882.1_2022-08-15	1	1V	1V_B	-	-	1/1V/1V_B/-/-	OQ445882.1_2022-08-15/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ445884.1_2022-10-01	OQ445884.1_2022-10-01	1	1V	1V_E	-	-	1/1V/1V_E/-/-	OQ445884.1_2022-10-01/1/1V/1V_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ593388.1_2017-06-24	OQ593388.1_2017-06-24	1	1VI	1VI_B	-	-	1/1VI/1VI_B/-/-	OQ593388.1_2017-06-24/1/1VI/1VI_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ593389.1_2017-06-21	OQ593389.1_2017-06-21	1	1VI	1VI_B	-	-	1/1VI/1VI_B/-/-	OQ593389.1_2017-06-21/1/1VI/1VI_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ593392.1_2017-04-13	OQ593392.1_2017-04-13	1	1VI	1VI_B	-	-	1/1VI/1VI_B/-/-	OQ593392.1_2017-04-13/1/1VI/1VI_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ603261.1_2015-10-09	OQ603261.1_2015-10-09	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OQ603261.1_2015-10-09/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ605987.1_2022-03-31	OQ605987.1_2022-03-31	1	1V	1V_A	-	-	1/1V/1V_A/-/-	OQ605987.1_2022-03-31/1/1V/1V_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ678061.1_2019-12-17	OQ678061.1_2019-12-17	1	1I	1I_K	1I_K.1	-	1/1I/1I_K/1I_K.1/-	OQ678061.1_2019-12-17/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ832613.1_2020-09	OQ832613.1_2020-09	1	1I	1I_E	-	-	1/1I/1I_E/-/-	OQ832613.1_2020-09/1/1I/1I_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR025607.1_2023-03-29	OR025607.1_2023-03-29	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OR025607.1_2023-03-29/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR025611.1_2023-04-08	OR025611.1_2023-04-08	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OR025611.1_2023-04-08/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR167130.1_2023-03-03	OR167130.1_2023-03-03	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	OR167130.1_2023-03-03/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR167255.1_2023-03-23	OR167255.1_2023-03-23	1	1V	1V_E	-	-	1/1V/1V_E/-/-	OR167255.1_2023-03-23/1/1V/1V_E/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/Yale-DN00058_2016-03-15	Yale-DN00058_2016-03-15	1	1V	1V_C	-	-	1/1V/1V_C/-/-	Yale-DN00058_2016-03-15/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/Yale-DN00823-1_2022-08-28	Yale-DN00823-1_2022-08-28	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	Yale-DN00823-1_2022-08-28/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/Yale-DN01066_2022-12-07	Yale-DN01066_2022-12-07	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	Yale-DN01066_2022-12-07/1/1V/1V_D/1V_D.1	-	-	-
