taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH822949.1_2014-10-28	MH822949.1_2014-10-28	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MH822949.1_2014-10-28/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MH827526.1_2017	MH827526.1_2017	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	MH827526.1_2017/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK517773.1_2017-03-28	MK517773.1_2017-03-28	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	MK517773.1_2017-03-28/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK564478.1_2016-04-22	MK564478.1_2016-04-22	2	2II	2II_D	2II_D.1	-	2/2II/2II_D/2II_D.1/-	MK564478.1_2016-04-22/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK564482.1_2017-08-07	MK564482.1_2017-08-07	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	MK564482.1_2017-08-07/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK578532.1_2016-04-01	MK578532.1_2016-04-01	2	2II	2II_F	-	-	2/2II/2II_F/-/-	MK578532.1_2016-04-01/2/2II/2II_F/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK783204.1_2018	MK783204.1_2018	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	MK783204.1_2018/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK783205.1_2018	MK783205.1_2018	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MK783205.1_2018/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MK783209.1_2018	MK783209.1_2018	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	MK783209.1_2018/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018349.1_2015-05-09	MN018349.1_2015-05-09	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	MN018349.1_2015-05-09/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018351.1_2015-05-17	MN018351.1_2015-05-17	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	MN018351.1_2015-05-17/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018352.1_2015-09-07	MN018352.1_2015-09-07	2	2II	2II_D	2II_D.3	-	2/2II/2II_D/2II_D.3/-	MN018352.1_2015-09-07/2/2II/2II_D/2II_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018353.1_2016-06-15	MN018353.1_2016-06-15	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MN018353.1_2016-06-15/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN018366.1_2015-12-30	MN018366.1_2015-12-30	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	MN018366.1_2015-12-30/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448874.1_2011-09-20	MN448874.1_2011-09-20	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MN448874.1_2011-09-20/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448883.1_2011-09-23	MN448883.1_2011-09-23	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MN448883.1_2011-09-23/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448904.1_2010-09-15	MN448904.1_2010-09-15	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MN448904.1_2010-09-15/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN448920.1_2011	MN448920.1_2011	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	MN448920.1_2011/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN462632.1_2015-10-04	MN462632.1_2015-10-04	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	MN462632.1_2015-10-04/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN462633.1_2015-04-28	MN462633.1_2015-04-28	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	MN462633.1_2015-04-28/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN462636.1_2015-05-27	MN462636.1_2015-05-27	2	2III	2III_D	2III_D.3	-	2/2III/2III_D/2III_D.3/-	MN462636.1_2015-05-27/2/2III/2III_D/2III_D.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577553.1_2017-06	MN577553.1_2017-06	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577553.1_2017-06/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577554.1_2017-06	MN577554.1_2017-06	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577554.1_2017-06/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577557.1_2017-07	MN577557.1_2017-07	2	2II	2II_A	2II_A.2	2II_A.2.2	2/2II/2II_A/2II_A.2/2II_A.2.2	MN577557.1_2017-07/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577562.1_2013-05	MN577562.1_2013-05	2	2II	2II_B	-	-	2/2II/2II_B/-/-	MN577562.1_2013-05/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN577564.1_2014-06	MN577564.1_2014-06	2	2II	2II_B	-	-	2/2II/2II_B/-/-	MN577564.1_2014-06/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN589880.1_1999-04-09	MN589880.1_1999-04-09	2	2III	2III_B	-	-	2/2III/2III_B/-/-	MN589880.1_1999-04-09/2/2III/2III_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923111.1_2019-08-24	MN923111.1_2019-08-24	2	2II	2II_D	-	-	2/2II/2II_D/-/-	MN923111.1_2019-08-24/2/2II/2II_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923115.1_2019-05-31	MN923115.1_2019-05-31	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MN923115.1_2019-05-31/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MN923122.1_2019-09-01	MN923122.1_2019-09-01	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MN923122.1_2019-09-01/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT832057.1_2015	MT832057.1_2015	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MT832057.1_2015/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MT921573.1_2004	MT921573.1_2004	2	2II	2II_E	-	-	2/2II/2II_E/-/-	MT921573.1_2004/2/2II/2II_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512356.1_2009	MW512356.1_2009	2	2II	2II_E	2II_E.1	-	2/2II/2II_E/2II_E.1/-	MW512356.1_2009/2/2II/2II_E/2II_E.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512377.1_2012	MW512377.1_2012	2	2II	2II_F	2II_F.2	-	2/2II/2II_F/2II_F.2/-	MW512377.1_2012/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512406.1_2013	MW512406.1_2013	2	2II	2II_F	2II_F.2	2II_F.2.2	2/2II/2II_F/2II_F.2/2II_F.2.2	MW512406.1_2013/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512409.1_2013	MW512409.1_2013	2	2II	2II_C	-	-	2/2II/2II_C/-/-	MW512409.1_2013/2/2II/2II_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512410.1_2014	MW512410.1_2014	2	2II	2II_A	2II_A.1	-	2/2II/2II_A/2II_A.1/-	MW512410.1_2014/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512414.1_2014	MW512414.1_2014	2	2II	2II_E	-	-	2/2II/2II_E/-/-	MW512414.1_2014/2/2II/2II_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512415.1_2014	MW512415.1_2014	2	2II	2II_D	2II_D.1	-	2/2II/2II_D/2II_D.1/-	MW512415.1_2014/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512430.1_2014	MW512430.1_2014	2	2II	2II_F	2II_F.2	-	2/2II/2II_F/2II_F.2/-	MW512430.1_2014/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512432.1_2014	MW512432.1_2014	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MW512432.1_2014/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512465.1_2016	MW512465.1_2016	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW512465.1_2016/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW512467.1_2016	MW512467.1_2016	2	2II	2II_C	-	-	2/2II/2II_C/-/-	MW512467.1_2016/2/2II/2II_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW730819.1_2017-07	MW730819.1_2017-07	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW730819.1_2017-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW730830.1_2017-07	MW730830.1_2017-07	2	2II	2II_F	2II_F.2	2II_F.2.1	2/2II/2II_F/2II_F.2/2II_F.2.1	MW730830.1_2017-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW881533.1_2021-02-02	MW881533.1_2021-02-02	2	2II	2II_C	2II_C.1	-	2/2II/2II_C/2II_C.1/-	MW881533.1_2021-02-02/2/2II/2II_C/2II_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946279.1_2001	MW946279.1_2001	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946279.1_2001/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946284.1_1995	MW946284.1_1995	2	2V	2V_D	-	-	2/2V/2V_D/-/-	MW946284.1_1995/2/2V/2V_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946367.1_2010	MW946367.1_2010	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MW946367.1_2010/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946369.1_1994	MW946369.1_1994	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946369.1_1994/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946420.1_1996	MW946420.1_1996	2	2V	2V_A	-	-	2/2V/2V_A/-/-	MW946420.1_1996/2/2V/2V_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946422.1_1994	MW946422.1_1994	2	2V	-	-	-	2/2V/-/-/-	MW946422.1_1994/2/2V/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946428.1_2001	MW946428.1_2001	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946428.1_2001/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946449.1_2014	MW946449.1_2014	2	2V	2V_E	-	-	2/2V/2V_E/-/-	MW946449.1_2014/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946460.1_1997	MW946460.1_1997	2	2V	2V_B	-	-	2/2V/2V_B/-/-	MW946460.1_1997/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946461.1_1988	MW946461.1_1988	2	2III	2III_A	-	-	2/2III/2III_A/-/-	MW946461.1_1988/2/2III/2III_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946473.1_1999	MW946473.1_1999	2	2V	2V_B	-	-	2/2V/2V_B/-/-	MW946473.1_1999/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946509.1_1998	MW946509.1_1998	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946509.1_1998/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946510.1_2011	MW946510.1_2011	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	MW946510.1_2011/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946517.1_2005	MW946517.1_2005	2	2V	2V_E	-	-	2/2V/2V_E/-/-	MW946517.1_2005/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946551.1_1997	MW946551.1_1997	2	2V	2V_B	-	-	2/2V/2V_B/-/-	MW946551.1_1997/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946554.1_2011	MW946554.1_2011	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	MW946554.1_2011/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946575.1_1996	MW946575.1_1996	2	2I	-	-	-	2/2I/-/-/-	MW946575.1_1996/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946590.1_1997	MW946590.1_1997	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946590.1_1997/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946595.1_2005	MW946595.1_2005	2	2V	2V_E	-	-	2/2V/2V_E/-/-	MW946595.1_2005/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946602.1_2011	MW946602.1_2011	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MW946602.1_2011/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ453007.1_2019	MZ453007.1_2019	2	2V	2V_A	-	-	2/2V/2V_A/-/-	MZ453007.1_2019/2/2V/2V_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ773408.1_2019-09	MZ773408.1_2019-09	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	MZ773408.1_2019-09/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ857208.1_2013	MZ857208.1_2013	2	2II	2II_D	2II_D.1	-	2/2II/2II_D/2II_D.1/-	MZ857208.1_2013/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ857214.1_2014	MZ857214.1_2014	2	2II	2II_D	2II_D.1	-	2/2II/2II_D/2II_D.1/-	MZ857214.1_2014/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/ncbi-master-refseqs/NC_001474	NC_001474	2	2V 	-	-	-	2/2V /-/-/-	NC_001474/2/2V /-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK469345.1_1985	OK469345.1_1985	2	2V	-	-	-	2/2V/-/-/-	OK469345.1_1985/2/2V/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK469346.1_1981	OK469346.1_1981	2	2III	-	-	-	2/2III/-/-/-	OK469346.1_1981/2/2III/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK469347.1_1988	OK469347.1_1988	2	2IV	-	-	-	2/2IV/-/-/-	OK469347.1_1988/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK605760.1_1988	OK605760.1_1988	2	2IV	-	-	-	2/2IV/-/-/-	OK605760.1_1988/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414732.1_2020-08	OL414732.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414732.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414734.1_2020-06	OL414734.1_2020-06	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	OL414734.1_2020-06/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414749.1_2020-06	OL414749.1_2020-06	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414749.1_2020-06/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414754.1_2020-08	OL414754.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414754.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414755.1_2020-08	OL414755.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414755.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414761.1_2019-08	OL414761.1_2019-08	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	OL414761.1_2019-08/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414764.1_2020-08	OL414764.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414764.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL469512.1_2017-04-30	OL469512.1_2017-04-30	2	2II	2II_B	-	-	2/2II/2II_B/-/-	OL469512.1_2017-04-30/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM317565.1_2020-06-24	OM317565.1_2020-06-24	2	2II	2II_B	-	-	2/2II/2II_B/-/-	OM317565.1_2020-06-24/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM744110.1_2021-11-16	OM744110.1_2021-11-16	2	2II	2II_A	-	-	2/2II/2II_A/-/-	OM744110.1_2021-11-16/2/2II/2II_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM744143.1_2021-11-29	OM744143.1_2021-11-29	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	OM744143.1_2021-11-29/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123621.1_2021-02-15	ON123621.1_2021-02-15	2	2III	2III_C	-	-	2/2III/2III_C/-/-	ON123621.1_2021-02-15/2/2III/2III_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123649.1_2020	ON123649.1_2020	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	ON123649.1_2020/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON510270.1_2021-05-10	ON510270.1_2021-05-10	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	ON510270.1_2021-05-10/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634740.1_2022-03-28	ON634740.1_2022-03-28	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634740.1_2022-03-28/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634741.1_2022-04-25	ON634741.1_2022-04-25	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634741.1_2022-04-25/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634744.1_2022-03-11	ON634744.1_2022-03-11	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634744.1_2022-03-11/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634745.1_2022-03-14	ON634745.1_2022-03-14	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	ON634745.1_2022-03-14/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634752.1_2022-03-17	ON634752.1_2022-03-17	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634752.1_2022-03-17/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634755.1_2022-03-06	ON634755.1_2022-03-06	2	2II	2II_F	2II_F.1	2II_F.1.2	2/2II/2II_F/2II_F.1/2II_F.1.2	ON634755.1_2022-03-06/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON714337.1_2015-01-29	ON714337.1_2015-01-29	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	ON714337.1_2015-01-29/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON890351.1_2017-08-07	ON890351.1_2017-08-07	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	ON890351.1_2017-08-07/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON908229.1_2019-09-16	ON908229.1_2019-09-16	2	2II	2II_F	2II_F.2	-	2/2II/2II_F/2II_F.2/-	ON908229.1_2019-09-16/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP310806.1_2018	OP310806.1_2018	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	OP310806.1_2018/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP310807.1_2019	OP310807.1_2019	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	OP310807.1_2019/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684180.1_2018-07-02	OP684180.1_2018-07-02	2	2II	2II_F	2II_F.1	-	2/2II/2II_F/2II_F.1/-	OP684180.1_2018-07-02/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684188.1_2018-09-20	OP684188.1_2018-09-20	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	OP684188.1_2018-09-20/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684189.1_2018-09-30	OP684189.1_2018-09-30	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	OP684189.1_2018-09-30/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684196.1_2019-01-05	OP684196.1_2019-01-05	2	2II	2II_F	2II_F.1	-	2/2II/2II_F/2II_F.1/-	OP684196.1_2019-01-05/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684198.1_2019-01-20	OP684198.1_2019-01-20	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	OP684198.1_2019-01-20/2/2II/2II_E/2II_E.2	-	-	-
